COUNTY,COURT CODE,COURT NAME,ADDRESS,PHONE,FAX,JUDGE,CT ADMIN,COURT DAYS,OFFICE HOURS,
CAPE MAY,516,WOODBINE BORO MUNICIPAL COURT,2 SOUTH BOYD STREET CAPE MAY CRTHSE NJ 08210,609-465-8729,6094658729,THOMAS D KEYWOOD,DEBORAH BECKER,THURSDAY,MON-FRI 8:30AM - 3:30PM,
MIDDLESEX,1225,WOODBRIDGE MUNICIPAL,1 MAIN STREET WOODBRIDGE NJ 07095,732-636-6430,7328557991,KEVIN H MORSE,MADELINE ZURICK,,9:00AM - 4:00PM,
GLOUCESTER,822,WOODBURY CITY MUNICIPAL COURT,1011 COOPER STREET DEPTFORD NJ 08096,856-686-2230,8568456179,DEMETRICA TODD,SHANNON SAWYER,,MON - FRI 8:30AM - 4:30PM,
GLOUCESTER,823,WOODBURY HTS MUNICIPAL COURT,397 MAIN STREET MANTUA NJ 08051,856-468-3078,8564683823,KELLY A CONROY,SARAH POWELL,,MON-FRI 8:30AM - 4:00PM,
BERGEN,268,WOODCLIFF LAKE MUNICIPAL COURT,12 MERCEDES DRIVE MONTVALE NJ 07645,201-391-5701,2013916239,HARRY D NORTON JR,CATHERINE CULLEN,,MON - FRI 8:30AM - 4:30PM,
BURLINGTON,339,WOODLAND TWP MUNICIPAL COURT,1 CABIN CIRCLE MEDFORD LAKES NJ 08055,609-654-7589,6096547432,PETER C LANGE JR,LENA CREER,2ND & 4TH MONDAY,8:30 - 4:30,
CAMDEN,437,WOODLYNNE BORO MUNICIPAL COURT,200 COOPER AVE WOODLYNNE NJ 08107,856-962-8300,,NICHOLAS F. TRABOSH,LAVERN DAVIS,1ST & 3RD WEDNESDAY,8:00AM - 4:00PM M-F,
BERGEN,269,WOOD-RIDGE BORO MUNICIPAL CT,111 OUTWATER LANE GARFIELD NJ 07026,609-567-0700,2019391215,GIUSEPPE C RANDAZZO,KRYSTYNA MOSKAL,1ST & 3RD THURSDAY,MON - FRI 8:30-4:00 PM,
GLOUCESTER,824,WOOLWICH JOINT MUNICIPAL COURT,120 VILLAGE GREEN DR WOOLWICH NJ 08085,856-467-1555,8564673545,KELLY A. CONROY,ANGELA M. KALNAS,"JAN-OCT: 2ND & 4TH WEDNESDAY, NOV-DEC: 1ST & 3RD WED",MON-FRI 8:30AM TO 4:30PM,
BURLINGTON,340,WRIGHTSTOWN BORO MUNICIPAL CT,2 HOCKAMICK RD COOKSTOWN NJ 08511,609-758-7172,6097582160,"R. DOUGLAS HOFFMAN, JMC",THERESA NICHOLS,4TH WEDNESDAY,7:30AM TO 5:00PM M-TH,
